Name,Price,Price_Origin,LINK,IMG,RATING
Điện thoại Samsung Galaxy S23 Ultra 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,23.690.000 ₫,31.990.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=dxyaZeNmzMGYu4FEWE7YAbm6jR0H3gkdNmChhW4vziQLIT_CqYLN1DbHc7fyzgxjyd7Ql9BH2ewyFfL6iNMY6ILa6THhVr9FxREWw88nWfBN8a6ghEq_pVYgwv8IO5xQQhKPkTYfIVcY1OAODOa8l8apogJbrxfysBs1nPNcss8qywQym0RGvFhCaENP3oTGNKEo5mk5JKPou5T1gyQjsDUtMOJoYyIVKRCTjUAWdk2YAgzd9tpxXEkO02Thr4lFYXjKjtMT5v2_35iDuJytpVbCiRpWSIwGuFSmUn-sAOw1pgH8eqICgO9JT22PAYHoJThvan2ZyLcORI0QK932fMmBed1apklY_R--TWJM6lb9GLH_FSWc_0kzXSJrxQnR_CkbdrdT7DWALOo4wh5R3PnQG9SN2V-beHPJPLWSW8Pb7lY0RTYq3rcPQkgxDrPnPRqM-nM81NO1TwQma7qinI5Iq3YC2kWRlZelqHvPfD2BwUXoK7U2YEU4dTuG0LaMQSSf8_1Kybr2SO3IuwentKheZwKG_k1nwhiEcoaD36pPkbPgIalV8PNGx1mecZATMVfSeHfHQ9ks5MDjh-rTHgwdgi-rmKwBfntzjlMwLdGJdLqOBCRDpqaLFEV67e3wuqEGFetB0iGITfp8uNbVnvvCMXBEVRmO9AR72EhWjEy4b1qlWIEoBQ64BeNeMlKTzkoTOUgL2npFgGdio67PY6AuMaSeKftoTaK5rPXQxbb0s-AmxsygyAQkOJ-wAP5ZMg9mdcl7O0N8U2Q2QMXqkLwSbn6lOckPVGlkHZ6_If0_5lA4wtuHRfFQVDGaNNSBVYtqNMZMu1Q7FR0ba78d4oXET0WNEcbagRT6t4zb9r2VaOXwxXQxPHVhpYB7gd8w_Qkevnu11kGl8ZdymPb-XX39psXM0hwTxawXNneyK23AHoVzLLk3TDQkWWq3wjChRH_yiuAdhU8akRYH5hhowevtzxFdIMS1umcV6EdPhvK9IXKmjws4UFV0Bc_wqYcRM7-GEdEywbMjT2JrwOWn0zcFfc8ZuYTAghzFYs-Ow890RB0erBYvVsm3xKF6MrfU23us6Ki79QyX_hyfeDGIuZ9BI_TMW-N54froH_xLcoSXeFkle4OfLpk5PiXzH89f8W_uJ9hbvkbgIq7nPiIAv2OLSQzVt76QHC587gmgvpn8wcbDvDOsqCxz-Ros-qFut5-Azs01lggIrQeKDerYcD4Cc8aAb2GGFIrW6_bT2qy8FEz4arSTaR1k3ITVj810IGvcCbZYH70qB_8wp0gjo3cnDbBVdgwvZDbIvtNy9R1oNE2aWSpQAFgiaMtIKhcTSzKmAuKVg5jH6ysUuVG0AE1h45UQ5Joou-I53jQfOgNWU7zAboHLSwyYJKVC_sYmXpEJOvY9fnXi8xESTIcdWqa6wo0j42n8Ac5vEHPjm76k5OGb21Zdpihnv9702Ni4DVJP7su2DRdb23ppcJ0hOJ9BkTz5B0UUGkaTwP4czJJW_r0o8mNSunwvCSyArJd6AVILcwKCMXRZEatFHnkAZne03Hi1sgFIYXqLLE58mjmY328nZOLQ5c5B5k_WSgqcvo6zU0IJqiqot9goUOGsEbhimcr3-plY8IwQSoO1Z2SPum9V6yiWKf5FiiIMMrLE0UWfIFnsO0I&pos=11&reqid=oQiSh17hCDy2M4Qm&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/6c/91/ed/60d234cd442f0e8c58740278b9f2650c.jpg,None
Điện thoại Samsung Galaxy Z Flip 4 (8GB/128GB) - Hàng chính hãng,15.490.000 ₫,23.990.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=YFXDrYJwAjIuXhG-Oir4CxrF6M7KLQSzYoVaYcAbhzgS44CM4x0kWTgCLzJ6GTrHHS31xcNDPt392yC9xV9JFj-bKPC0vmrJwU-iuffjgUbo6SwfcR4FM8RUqbdYFoo52cWj54u0J92Kau84nHLiGNoUMAny3ryGg8QtHzmKmx6sn0tMC0JAue0GZlYj8bs2xIk8xIudza-Qn39XviArpXD92tsqyyNtoV3uEfWdlyBpqMsv0ATawRFflfbJO0GPdW6fzkCpRsEj93JnFioc_UlyrjjKsh3MMs2E6lI-wzo8sN2A05FfMBrs-A6HP298Keg1VDA_e7ewoba5Hfh6q7MOWKkO8JWObyHyB79x_LgBQDnAGb28PRHilyuK8JmLHvf4ggLIs6QM5qyFUiPrYZYP5kFZxwwZqbBEDf_BENTPCMA9q3RtLGJe4gWZKROeY8-xI8ZCJJKnNGs6CK4HrbmQyO8wjZ5bwOoMqZtyOsRbuYHB1rF0r36ozb7IyY3dBoF6EWF0UqMC_12AKX77aYeMckXrj2WyiR-iyrDJkSVU5ovM5uoYn6Pj9KvY4Gtn-4uo2SyVU-Dq5T0UYjWcZnEZIw0pxs6KFclJodLNRSCXajnM4zjzhmrm8btJ7oMW3rg9Qh9m8deq1-ocVtJiPiFDg0sCr3h6hWQlRbx-ObtRmKPP7CRNR9TvqCpN4iF_sNIELCpMNbOf2_cnJkXYwHavD_MgbBpFEdklJcD4QdQ5gunT-Cc9saf8IhxBITYm6Xbc3-8pR9Go762E-NVSIn-DmmJ57em6BpvGK8CsdlX1Fui_JZqiDtH-PRDOFMWm5LJug2iuha-vUSgqeVldhNRjXO1pG47JvrG8ek5KxtAeMMJugjhrV8d6vYlrlH0tsFSgmGymcTuTmXelSNRELhVDnTWVGKPicNwJ0OB0tz2gRE-EQ0aKbzUKAmgzUm2h2TiLd5tSFhTRn_8mY1smMIA7Njz9J8GT_d17Em0zV-NToeCbxxvKA7AMC918gqiXrQZyiGBMQ8OIJ1_InZ2OoyNIAP_b_i0IOCrJYX0OK_TlF6AoBwO9O5KsdlOlao5rlYiifadQIyDzUKiBzuDKmW41HrZalklndmLJol1hkbp_4G1j1AP0xPn6Lm3VGmekVajauZvSwqASKMzoZGkyWpETzn0gMln1a8PBDzSLPoQlCToi8pwZmNbgVW6TVLTyykoEKSSHqBtCOEfEorlyl3DiNAr_EXhila0U6FgxayFNkwJn938NsrAR5vQRRrlMxB7yfqsTISamCHq-1xq_moZF6xbxzo_VaBuY9tLB5n5ZefkaT8caaG5igK5exh9fRSHZ1BbsSNstR-lCG9sc8szdCxqzyEFVqcUGgaeEZGLFnOJgbiNgxNHVOswjd6Yne6-rltSswew7MM3LK0O5fpK2kim6XUADX4jDbKOQEqbzB9hMyirv0AiQliGzjM61q0e481oA2XIPuVhmz_esseEaMDKORoYpTaqupNlukcbqQvUDpZoAmoFS71sn2qQk7OxMKR459FbukWWjccugK-rUdVb5h2B5GAQ8T1dcxlFy-apvggluk-mfK-AG4l33-fg5CiiFQBw9mNwNSCug1e78uhAar9LyjszMX-bV&pos=12&reqid=oQiSh17hCDy2M4Qm&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/50/55/25/761412964f97e37c462f8dc4245dd918.png,None
Điện thoại Samsung Galaxy S23 Plus 5G (8GB/256GB) - Hàng chính hãng,23.490.000 ₫,26.990.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=idgg6g-LIJDmC8cFlymI5eNCHoj8x4E0YyZOocVobOYmFajY3a5xv24psMAit6xr9N2FogvdMaA1m-V2PQ9363aSGNTNzfvc-2adcK5TTKKQUPQSC5rhPsY2cCWZ4SddjhHhyIyCYM276lO2AlJ96MwjGBbOefLguF3Pm_DaXk511SY9tX_EtaZrFxLJt2eGHtV-HwON-PucLRfFhevY09LRXxmsL3Pv2RrZSs_ANzZKYB8KHv9xPsoS7jnc9PUrKK5OUTCip1V0E0Lk96ShHrTtOp5oIe3umy5T6EYbULOhAe9Uj6cT_vfKuW8aQjcLvskMVbR5XPKIj0rAuLuqLgY2kMkVR8Hogi8kWjBUypeR1-n625w5CZsDOcjC598WOWc-Vt9wDxWN1IweTc_85yrX2G2e4r8EMEgAfNGEkH2lzVlEQP66J-kT9xJgfIIud_enLve5EiUpfIbXVpvG6Jw6YqdSfh1KAE9Mz149mu8q30ZpaGdfHs_IwccUSFwvHyYQ7lH6BLsH7igt1qyVpiZdzBuCvDGsbLLZbrOlrb_mNWtY0p3BcolOyhzX_WnpYDg_hn_xiZ_YvLLCTCUjIf5vcIam2gIQhVMrXx1Gm_FMlKD1kmGGi45VHuzHY6U22xnh9HnK8B-Vb_p1WrxX6vyUF2DfHSS7v5spFhoEPIoU4i4zenSO6UlyUJlInuaWS72atnGnVfVbCBVlrLRDa8zYehss4gAMtOZgI0xyvZSEsoU9J-cKqaH5l30WzeTEuDxneLGUOd4J8pa_OZoLHWdUVrKa83Vf5mpGcVSr8GEw9KjrT0U1BqTZiTs7fPicsK__Vq2Tg8FHitw_TpVDSGcrrMkjkfLPt207cXOZLc6jR6JxdgqlsssugQjDdZ1XborCEXUwZu_RdogXsR0-de218bL_jdApuUfyjcg_E0hPMPWLjlKQQGN6sjSqXBdkeNBMRtsHAXuCL7mobBJLXYqARqk6pIVnrsDn7osCk-T3X7QrEYzCXYgp1hqnj8N9fO-gw2lp4DFMfNS-wwWraXvDblUTCC-xk1IvtzcofIQmmej2ZaDpkaxbPfnQd6vbX_Lh0TqI8TXc8Z5J2J5dXD-9NWx_3Jp7JtQfsOHJvCljW3b1A663OroxkXtxTgrlcQD4qYHxHXPvanKMi1hYRlowUdy4WZer565EkMEPJfb-k5BQ-sr5uLtu6mky5K2MfI33puEwLfUY5bGdF8lSfLUSDvbyYgbZ5XQ4z1PGY_G2g5LA-SOMTu-rP8gpJxgRtaUP8mC4sthGumq4z_XKY01H_h3RT7pLC5TmdWvAvnBY7LzOyzmJXbk9kl8xsyJ0aDnpFV_h7IdmT55A5Cjt6AGsyz29qxvWEHnJI4NJXuR64e9IWvZdR-OBGJkgd3Pid9X4aX5PxCOvFDS2aJwK5qf_ZFiF9okLhGxnYR83N9TKuJtBI-kc8SdKdDwBPVQhPmOw2IkWyy3zrCRrUfBwLPIaVVuJ2k1YpLt0S7anCmSQhSKl0m-c0rw3KYssLuGcVtq1zhhaTK69QiRCVK1l5eG49zpLvSHII9GTQyb-y-DJZV3c_NbHpiLli4ESN_PKHsHWzIb352Nw5xiFWEw7EABEfcgkWKMSwSsrunQg22pFQu6bS4Ykc4uwhOCit_wwY51ogM6R_Nk&pos=13&reqid=oQiSh17hCDy2M4Qm&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/dc/cb/90/a791b11dc2454fd9cd951389ba093f37.png,None
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,6.890.000 ₫,8.490.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=U2kWKsC8VQjbkpfwzyjXRcgIeTV5BamCovTs_1tIBOeAPXrsLvADluURSSjNFCSTrqkxPKLyXP3r7VXBintqKGkiBjdKmz-mQL4I4OGTCiZ49n26rPvxnO6ToyBkNc3hKw0dyaI_l1H9iU1USU0YIyDfVLD7AO-l3mB-hGPcZBs1bmP2EzBEk31WhZwOQ1dcYKMbKmWpF55axYooz43KJXkFD9OeERtNAjWyGvjKcKJQsgKxZKqjQC3d7T775PYf7DuyDujyryEtIlFbBTrrUslCt5IKj2xnNN_tSvZ0TFfpiAhw4liLGwk1dJdakVVH2WfMjz2pNw8nVG_qLiTZjdE8J4b6TRzujwIqdBmV9DhpPQRRM34h1hXeZMiZLjldTvRfjHv_EXzmln1U5v6edb-P1LHFyNYf73Hr8mz9m5ktwO4kq79b6U3lzl9w2Dm_ldaCMxYVgTgUa5ITI8Nv54MoNN9ojjnsNGOICzMzGupc9p0Ppjf5ZCgvHlG_VegMddTrk9QGnNO3zdsB0Km5CNPMH6ETUY5Po4B-sKeS-mZ9lcqsd7nauYGh1Zbes-xj537dkTVycfKnKf1DE0D_Go2lIDkgtmgxbSnj8RePvcyjSw3LyuE1UF2pzYZnzSYL5HjgI7absT89YAh-LsMoNqVsfaSTq61tNgKM76KRQe0cqQeRHoCdDGO3y-3_pyr4rEumugqNqO4bBfmfkdvmVI3gEeoKDvqGJxy5mYZZTvFFR_BSUecf8lbyvVkWZwKC0sBPXTq1K78-4xhOA8l6oIx5l2o0y6wLUUiD8isArnY1_LHed8omTsJEk1h-koj2B7-2x0wvZwp_075US45iZz_INgLLC7W3VtmtJxTep_Cx7CPtACxGcV-SLhdNKMPeqTwdpzOI69IbmP5HyaxvNefQZNfycdCYq4HzPj599LiujDOxqOQCAIwJUPZo-TCuYkSv7UzWQSCW_SJjKAwDOJBF1Ks-XPiCbBeCspLVrJkg6WkghOPhy_wOsf3JQfocTIt9CSPZrlNrPDg8sOLGSAEOJNFhbacFMp3r0p5c7yxKT1s4QdQiReuEVBwZhFZe-rtjPyD2r5SuDQf9WMA3mEjYfWYz-A7dsGBU-utB6TsWaPJApFuRdRXTaSvzellRXciTxgDdPu3B3PUh7NHzY1AI1xsAHKr482TuhTbVLDQzHVJaOEnv7NFJkOIU-HR0ZXL7ObZetQa79CTG9n6cZUMgQURbI_DbHo6nyW6JBUj5eQvv6rG4GjuiAtQA3Pu95Mt-ALm56e4UkkFOhzZjcpeczddZTqDGHSixJE4qBByrMst9uTkKFTyR1bcuPlVcFOMAbTDw_g9hnI5zRauQizcCCG74UckKARwseyqF7sEZQhHRPSM258AlnTGDuZrW94uGtykrEf51e3Qg1D1rN1mBsrIe-EESau_9RlmgatKe0PEgMM1SQi7Vnl1on9msrXx3un1dQhnTDOBtsEH3N5qcWLahAHJs8sX7VAw1EiELwSM8oDPIlURIt76HuIFZYtX0sBiM18liiuhrevYmPDq_reBt0LVvV0t2yEgnKdDhUYsNiymCxJPvTfS6i7Lp4hGooZCwKcf-i5SuZqEYqdUeRD5RIaWPu_grv5DgJg&pos=14&reqid=oQiSh17hCDy2M4Qm&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/82/4b/bd/2613004cbf620c4de7711f0189043a45.jpg,None
Điện thoại Gaming Tecno POVA 3 (6+5GB)/128GB-Helio G88|7000 mAh|Sạc nhanh 33W-Hàng Chính hãng,3.650.000 ₫,4.990.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=5VAC9a4fsGwKo47BnfoQzZ9k8dgJSFN7A68u1BV4Ayqea7qNA_Pq1WJvA5plKrbnOhHIXCtBv_PtyiLIosbt4DpGev0VRA8V_H7vHJo_hitiRtfIhMPJGKCYkyPN6v3E3ooTfwQd27K5L22VqzvEJEaPhmWAhcgTaCRfOk3HcQf7dTPO9TUfYbIBjJaD8p6_IlxO97kXmlCTlHGr7AQIrRMRTAl7A2jQg7ot9SslpEITHeLYBJNo3Dq9WHBJQ3DYMoqEEqJNOzGfkGrboBdEYSGTBsDdvSjlIPQBotjW7O1F3i_U1s9A6uYHsgT53hED3W2PhgC2omkEoHdgBXqYQtVHJoU03yCHYu0qcXuMOTmg79W_-ywniLxFP7qcecOop687eVPT9ztRuub5-m_sEnqa4sc-yoYkEE0RrDFRLIZPt0D1usf1lHXkqssTtd06WFp8DjI7uziBsHEH4Xn4bA880tpstRfTtqlrlIlMCTCzffGjnNe1Vakspkh5_8UVJpB5X9pY2QVZ7zm8X2hNbi6dbigIOhRr21Tb3ScSvk2_5ddgQkdamQGHJVx8YzGfKuTLYgg6qGyrWxh2OygNK9MBb7xKaWcFKYorsYnvZYUmLai_aXpkiPItj_zlyCTC0RmnAJh-3GEvzPnUEUCVs16HFu8w62o07hE06BEVjHEQdnn67-TDDA7IxH7nIED9SFAjDdck0DCQal7-xPgXdsPbLGNLuphZrydZWj8aNsXArxCOD7H6wKXYXYqLWhhG4rTSxBH0KSYYOkbVXayCeju9GePGmscBTU4QQGCJXD8SdPZvMmNSZvaTIAR8rbTxAD6IkUGI86j368uNWb5KL13dmNBBxVjcboZWpq0Qi1HMZ4CN2xb_jQSJTn2O5aLjyJNLVK2PjnerMNPyfqy5vI3QzJu-8nMblLR8t5mvWFzcYE44YG17i4heOXUdTXMsNtt3bQ4tsJpmRHe85Qx--V8OsBhkuV52BMEN_FAkDILqJdoXeurVvcTMeX24qxEBrVuqmVuC3Sp2PXYofa-NFQAVAQeCBVhBZEJ5gyBl-Gb_UEGccWjSjSMmEYQ2J-sL-OKDHSrk4DM3KofZTy7D0ACQZhRwJzuWmCY19_95LMHCvNCXUuJ1tfwNFtn5G8wp8nNHHNBAkZE727KZJD3yaECKFfoREnkbpDhl8kF95FxX_MEfFEEefYrpATz_3HS8iWa2IaEuC4mGstjUo4iCxM_FzXy5izE2cXqQKTRDS2XNy_aHGYTwsCArAzca9ME11hipZMB3sW5Y_vMAF4sscP52riSjWc38XoId--MIZNI5PsJ5z58ML2-172WuRqhVrdtY5ly2DuWH_MXHhqj1NLlk-ae1SXIEL7cWqV_xDaVxAah6W23XlI4AdP5UWJNMZR5j_v1GPwjS7wGxQRcUvjkTb_6Akxvjhrf-oDK38UXuTA14cnI0QLY-9ZW2bFuLthI7V4vi7t7f5cYR4Z39Gqr5tkFqgoHb454IvD075doxPXpxpJa3SYO9vSuiM9LS_HCXajsq9I0FnjJEAPmAhjnCNR3FuyQrpqOdqRI9s4pmEGTrD3lbAHNaKxBavcvaLfHFaE_LBIkHXvvJZRwBcwZK8FtI1h88odEz2k_n2jVp4k2ftA&pos=15&reqid=oQiSh17hCDy2M4Qm&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/d0/9d/40/bd7e1c1b1077827860cd3e7e1a0d438a.png,None
Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8.490.000 ₫,13.990.000 ₫,"https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p175845367.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.175845371&itm_medium=CPC&itm_source=tiki-reco&spid=175845371
",https://salt.tikicdn.com/cache/200x280/ts/product/0c/bd/94/f45b0f3ef373d1466dd92c84a00651fd.png,None
Điện Thoại Xiaomi Redmi Note 10S (8GB-128GB) - Hàng Chính Hãng,4.490.000 ₫,6.490.000 ₫,"https://tiki.vn/dien-thoai-xiaomi-redmi-note-10s-8gb-128gb-hang-chinh-hang-p101615454.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.102653831&itm_medium=CPC&itm_source=tiki-reco&spid=102653831
",https://salt.tikicdn.com/cache/200x280/ts/product/78/b9/f6/3a150df6e2a671bf41ccfff032294b74.jpg,None
Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,1.690.000 ₫,1.990.000 ₫,"https://tiki.vn/dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p120295859.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.120295861&itm_medium=CPC&itm_source=tiki-reco&spid=120295861
",https://salt.tikicdn.com/cache/200x280/ts/product/5c/57/85/312c7a38df0312e7525a18f61c5a0fbc.jpg,None
Điện thoại Gaming Tecno POVA 3 (6GB)/128GB - Helio G88 | 7000 mAh | Sạc nhanh 33W - Hàng Chính Hãng,3.990.000 ₫,4.990.000 ₫,"https://tiki.vn/dien-thoai-gaming-tecno-pova-3-6gb-128gb-helio-g88-7000-mah-sac-nhanh-33w-hang-chinh-hang-p187266104.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.187266106&itm_medium=CPC&itm_source=tiki-reco&spid=187266106
",https://salt.tikicdn.com/cache/200x280/ts/product/7b/be/45/6d82d82d2f2e89a4193538374f0b8657.jpg,None
Điện Thoại Oppo A16k (3GB/32GB) - Hàng Chính Hãng,2.450.000 ₫,3.190.000 ₫,"https://tiki.vn/dien-thoai-oppo-a16k-3gb-32g-hang-chinh-hang-p142545270.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.142545275&itm_medium=CPC&itm_source=tiki-reco&spid=142545275
",https://salt.tikicdn.com/cache/200x280/ts/product/2b/d3/af/f3793099025547b24be378b165c8b839.jpg,None
Apple iPhone 14 Pro,25.490.000 ₫,30.990.000 ₫,"https://tiki.vn/apple-iphone-14-pro-p197216279.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.197216283&itm_medium=CPC&itm_source=tiki-reco&spid=197216283
",https://salt.tikicdn.com/cache/200x280/ts/product/ff/56/67/179201822da2de5592fe3675192c9c63.png,None
Apple iPhone 13,16.990.000 ₫,24.990.000 ₫,"https://tiki.vn/apple-iphone-13-hang-chinh-hang-p184059211.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.123547411&itm_medium=CPC&itm_source=tiki-reco&spid=123547411
",https://salt.tikicdn.com/cache/200x280/ts/product/91/09/fc/160dae3f68e81d548f6987315915abf7.png,None
Điện Thoại Samsung Galaxy S20 FE 256GB | 8GB - Hàng Chính Hãng,9.950.000 ₫,None,"https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-256gb-8gb-hang-chinh-hang-p175967811.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.175967820&itm_medium=CPC&itm_source=tiki-reco&spid=175967820
",https://salt.tikicdn.com/cache/200x280/ts/product/98/28/4a/7ec6ad5943179c4b2ad5ae8b79798599.jpeg,None
Điện Thoại Oppo Reno 7 5G (8GB/256G) - Hàng Chính Hãng,6.790.000 ₫,12.990.000 ₫,"https://tiki.vn/dien-thoai-oppo-reno-7-5g-8gb-256g-hang-chinh-hang-p168304536.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.168304540&itm_medium=CPC&itm_source=tiki-reco&spid=168304540
",https://salt.tikicdn.com/cache/200x280/ts/product/21/7a/7d/39a8bae7367459bde5c287eb9902f9c9.jpg,None
Điện thoại Realme Narzo 50i Prime (3GB/32GB) - Hàng Chính Hãng,1.900.000 ₫,2.190.000 ₫,"https://tiki.vn/dien-thoai-realme-narzo-50i-prime-3gb-32gb-hang-chinh-hang-p217613795.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.217613801&itm_medium=CPC&itm_source=tiki-reco&spid=217613801
",https://salt.tikicdn.com/cache/200x280/ts/product/51/31/c9/6d61a275906ea7f0b7242c48489e1ac7.jpg,None
Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,6.990.000 ₫,9.990.000 ₫,"https://tiki.vn/dien-thoai-samsung-galaxy-a53-5g-8gb-128gb-hang-chinh-hang-p170497385.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.170497389&itm_medium=CPC&itm_source=tiki-reco&spid=170497389
",https://salt.tikicdn.com/cache/200x280/ts/product/e7/90/77/542f06d873f12b14a18569deb0b27dd7.jpg,None
Điện Thoại Oppo A54 (4GB/128GB) - Hàng Chính Hãng,3.290.000 ₫,3.990.000 ₫,"https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-p91612670.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.91612674&itm_medium=CPC&itm_source=tiki-reco&spid=91612674
",https://salt.tikicdn.com/cache/200x280/ts/product/a2/c5/a7/5a12afdcc9c8c9c2e875b284548139b1.jpg,None
Điện Thoại Oppo A57 (4GB/64GB) - Hàng Chính Hãng,3.550.000 ₫,4.490.000 ₫,"https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p189658085.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.189658087&itm_medium=CPC&itm_source=tiki-reco&spid=189658087
",https://salt.tikicdn.com/cache/200x280/ts/product/a6/de/4e/e96e2035f72c97c218ba9917f4e6d5ca.jpg,None
Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB) - Hàng chính hãng,10.690.000 ₫,16.990.000 ₫,"https://tiki.vn/dien-thoai-samsung-galaxy-s21-fe-5g-8gb-128gb-hang-chinh-hang-p155536275.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.155536277&itm_medium=CPC&itm_source=tiki-reco&spid=155536277
",https://salt.tikicdn.com/cache/200x280/ts/product/9b/76/08/34f521ead719f4f881a226ebfa2e2bc7.jpg,None
Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,1.890.000 ₫,2.490.000 ₫,"https://tiki.vn/dien-thoai-xiaomi-redmi-9a-2gb-32gb-hang-chinh-hang-p57809866.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.57814361&itm_medium=CPC&itm_source=tiki-reco&spid=57814361
",https://salt.tikicdn.com/cache/200x280/ts/product/d7/d3/86/92970c20cd8d10f281f079dba08b3d6b.jpg,None
"Điện thoại thông minh itel A26 2 Sim 2 Sóng 4G LTE - Màn hình IPS 5.7"" - RAM 2GB + ROM 32 GB - Mở khoá bằng Gương Mặt - Hàng chính hãng",1.155.000 ₫,1.990.000 ₫,"https://tiki.vn/dien-thoai-thong-minh-itel-a26-gia-re-2-sim-2-song-4g-lte-man-hinh-ips-5-7-hd-ram-2gb-rom-32-gb-ho-tro-the-nho-32-gb-mo-khoa-bang-guong-mat-chinh-hang-bao-hanh-12-thang-1-doi-1-trong-30-ngay-p147969070.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.155338646&itm_medium=CPC&itm_source=tiki-reco&spid=155338646
",https://salt.tikicdn.com/cache/200x280/ts/product/08/a2/e7/6139c593b35e21be17feb5869d173f6a.jpg,None
Điện Thoại Nokia G11 4GB/64GB - Hàng Chính Hãng,2.719.000 ₫,3.890.000 ₫,"https://tiki.vn/dien-thoai-nokia-g11-4gb-64gb-hang-chinh-hang-p197889905.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.197889909&itm_medium=CPC&itm_source=tiki-reco&spid=197889909
",https://salt.tikicdn.com/cache/200x280/ts/product/30/3a/78/4d8960fff6afa2ab156f8545cc98a60e.jpg,None
Điện thoại Gaming Tecno POVA 4 PRO 8GB/256GB - MTK G99| 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,5.490.000 ₫,5.990.000 ₫,"https://tiki.vn/dien-thoai-gaming-tecno-pova-4-pro-8gb-256gb-mtk-g99-6000-mah-sac-nhanh-45w-hang-chinh-hang-p203763209.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.203763213&itm_medium=CPC&itm_source=tiki-reco&spid=203763213
",https://salt.tikicdn.com/cache/200x280/ts/product/86/3d/61/f015d5ab3727b3a39547bdbb23be2e7e.png,None
