Name,Price,Price_Origin,ROM,PIN,LINK,IMG,RATING
Máy đọc sách Kindle 2022 11th Generation 16GB,3.090.000 ₫,3.490.000 ₫,['RAM & lưu trữ\nBộ nhớ trong\n16 GB'],"['Pin & công nghệ sạc\nCông nghệ sạc\nSạc nhanh 9W, Sạc đầy trong khoảng 4 giờ từ máy tính qua cáp USB; Sạc đầy trong khoảng 2 giờ với bộ sạc USB 9W.\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/may-doc-sach-kindle-2022-11th-generation-16gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/g/r/gr76700.jpg",0/5
iPad Pro 11 2021 M1 WiFi 1TB I Chính hãng Apple Việt Nam,28.990.000 ₫,42.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n1 TB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n7538mAh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-11-2021-1tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-11-2021-1_4_1_1.jpg",0/5
Máy tính bảng Lenovo Tab M10 Gen 3 4GB 64GB ZAAF0009VN,5.090.000 ₫,6.190.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nMicro SD, hỗ trợ FAT32 lên đến 128GB, exFAT lên đến 2TB']",['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\nSạc nhanh 68W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/lenovo-tab-m10-gen-3-4gb-64gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/d/v/dvrfg6666.jpg",0/5
iPad Pro 11 2021 M1 WiFi 512GB I Chính hãng Apple Việt Nam,24.990.000 ₫,31.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n512 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n7538mAh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-11-2021-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-2021-11inch-grey_4.jpg",0/5
Lenovo Yoga Tab 11,9.390.000 ₫,10.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n7500 mAh\nCông nghệ sạc\nSạc pin nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/lenovo-yoga-tab-11.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/l/e/lenovo-yoga-tab-11-600x600_1.jpg",0/5
iPad Pro 12.9 2021 M1 WiFi 2TB I Chính hãng Apple Việt Nam,35.990.000 ₫,59.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n2 TB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n40.88Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-12-9-2021-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-12-9-2021_1_1_6.jpg",0/5
Máy đọc sách Kindle Oasis 3 32GB,7.890.000 ₫,8.990.000 ₫,['RAM & lưu trữ\nBộ nhớ trong\n32 GB'],['Pin & công nghệ sạc\nCông nghệ sạc\nSạc đầy trong khoảng 3 giờ từ sạc 5W hoặc máy tính qua cáp USB\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/may-doc-sach-kindle-oasis-3-32gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/k/_/k_x_m_2.png",0/5
iPad Pro 12.9 2021 M1 5G 2TB I Chính hãng Apple Việt Nam,40.990.000 ₫,63.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n2 TB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n40.88Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-12-9-2021-5g-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-12-9-2021_1_1_11.jpg",0/5
iPad Pro 12.9 2021 M1 5G 512GB I Chính hãng Apple Việt Nam,31.990.000 ₫,42.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n512 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n40.88Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-12-9-2021-5g-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-12-9-2021-1_2_4.jpg",0/5
iPad Pro 12.9 inch 2022 M2 Wifi + 5G 128GB | Chính Hãng,31.990.000 ₫,35.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n40.88 Wh (~ 10.835 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-5g.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-spacegray-202210-02_3_3_1_1.jpg",0/5
iPad Pro 11 2021 M1 5G 2TB I Chính hãng Apple Việt Nam,33.990.000 ₫,55.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n2 TB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n28.65Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-11-2021-5g-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/a/p/apple_ipad_pro_2021_silver_11_1-_tejar_1_5.jpg",0/5
Máy đọc sách Kindle Oasis 3 8GB,6.590.000 ₫,7.990.000 ₫,['RAM & lưu trữ\nBộ nhớ trong\n8 GB'],['Pin & công nghệ sạc\nCông nghệ sạc\nSạc đầy trong khoảng 3 giờ từ sạc 5W hoặc máy tính qua cáp USB\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/may-doc-sach-kindle-oasis-3.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/k/_/k_x_m.png",0/5
Máy tính bảng Lenovo Tab M10 FHD Plus (ZA5V0362VN),4.790.000 ₫,6.490.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nMicro SD, hỗ trợ tối đa 256 GB']",['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nHỗ trợ sạc tối đa 10 W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/lenovo-tab-m10-fhd-plus.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/d/o/download_20__2.png",0/5
Máy đọc sách Kindle Kids 2022 16GB Ocean Explorer,3.290.000 ₫,3.990.000 ₫,[],['Pin & công nghệ sạc\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/may-doc-sach-kindle-kids-2022-16gb-ocean-explorer.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_345.jpg",0/5
iPad Pro 11 2021 M1 5G 128GB I Chính hãng Apple Việt Nam,23.990.000 ₫,26.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n28.65Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-11-2021-5g.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-2021-11inch-grey.jpg",0/5
iPad Pro 12.9 inch 2022 M2 Wifi 512GB I Chính hãng Apple Việt Nam,35.490.000 ₫,39.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n512 GB'],['Pin & công nghệ sạc\nPin\n40.88 Wh (~ 10.835 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-spacegray-202210-02_3_4.jpg",0/5
iPad Pro 11 2020 4G 256GB I Chính hãng Apple Việt Nam,25.000.000 ₫,30.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\nKhoảng 7600 mAh\nCông nghệ sạc\nSạc nhanh 18W\nSạc ngược cho thiết bị khác\nCổng sạc\nLightning'],"https://cellphones.com.vn/apple-ipad-pro-11-2020-4g-256-gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad_pro_11_2020_wifi__3.png",5.0/5
iPad Pro 12.9 2021 M1 5G 256GB I Chính hãng Apple Việt Nam,28.990.000 ₫,37.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n40.88Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-12-9-2021-5g-256gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-12-9-2021_1_1_8.jpg",3.0/5
iPad Pro 11 2021 M1 5G 512GB I Chính hãng Apple Việt Nam,30.500.000 ₫,35.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n512 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n28.65Wh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-11-2021-5g-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/a/p/apple_ipad_pro_2021_silver_11_1-_tejar_1_3.jpg",0/5
Máy Tính Bảng Lenovo Tab M8 Gen 2 3GB 32GB (ZA630033VN),2.190.000 ₫,2.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n32 GB\nKhe cắm thẻ nhớ\nMicroSD'],['Pin & công nghệ sạc\nPin\n5000 mAh\nCổng sạc\nMicro-USB'],"https://cellphones.com.vn/lenovo-tab-m8-gen-2-3gb-32gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_293_4.jpg",0/5
iPad Pro 11 inch 2022 M2 Wifi + 5G 512GB I Chính hãng Apple Việt Nam,33.990.000 ₫,36.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n512 GB'],['Pin & công nghệ sạc\nPin\n28.65 Wh (~ 7538 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-5g-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-silver-202210-01_1_1_1_1.jpg",0/5
iPad Pro 11 inch 2022 M2 Wifi 1TB I Chính hãng Apple Việt Nam,44.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n1 TB'],['Pin & công nghệ sạc\nPin\n28.65 Wh (~ 7538 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-1tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/d/v/dvfbf_1.jpg",0/5
Máy đọc sách Kindle Paperwhite 5 32GB,4.890.000 ₫,6.490.000 ₫,['RAM & lưu trữ\nBộ nhớ trong\n32 GB'],"['Pin & công nghệ sạc\nCông nghệ sạc\nSạc đầy trong khoảng 5 giờ nếu kết nối máy tính, sạc đầy khoảng 2.5 giờ nếu sử dụng cục sạc 9W(không bao gồm trong hộp máy)\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/may-doc-sach-kindle-paperwhite-5-32gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/g/r/grgf_3.png",0/5
iPad Pro 12.9 inch 2022 M2 Wifi 2TB I Chính hãng Apple Việt Nam,63.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n2 TB'],['Pin & công nghệ sạc\nPin\n40.88 Wh (~ 10.835 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-spacegray-202210-02_3_4_1_1.jpg",0/5
iPad Pro 11 inch 2022 M2 Wifi 2TB I Chính hãng Apple Việt Nam,55.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n2 TB'],['Pin & công nghệ sạc\nPin\nTích hợp pin lithium-polymer\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/d/v/dvfbf_1_1.jpg",0/5
iPad Pro 11 inch 2022 M2 Wifi + 5G 2TB I Chính hãng Apple Việt Nam,59.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n2 TB'],['Pin & công nghệ sạc\nPin\n28.65 Wh (~ 7538 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/ipad-pro-2022-11-inch-m2-5g-2tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-silver-202210-01_1_1_1_1_1_1.jpg",0/5
iPad Pro 12.9 inch 2022 M2 Wifi 1TB I Chính hãng Apple Việt Nam,51.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n1 TB'],['Pin & công nghệ sạc\nPin\n40.88 Wh (~ 10.835 mAh)\nCông nghệ sạc\nSạc nhanh 20W\nCổng sạc\nUSB Type-C'],https://cellphones.com.vn/ipad-pro-2022-12-9-inch-m2-1tb.html,"https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/ipad-pro-13-select-wifi-spacegray-202210-02_3_4_1.jpg",0/5
