Name,Price,Price_Origin,ROM,PIN,LINK,IMG,RATING
Xiaomi POCO X4 Pro,6.090.000 ₫,7.490.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nMicroSD'],['Pin & công nghệ sạc\nPin\nLi-Po 5000 mAh\nCông nghệ sạc\nSạc pin nhanh\nCổng sạc\nMicro-USB'],"https://cellphones.com.vn/xiaomi-poco-x4-pro.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/4/0/40_1_21.jpg",0/5
Xiaomi Redmi 12C 4GB 64GB,2.940.000 ₫,3.590.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nmicroSDXC'],"['Pin & công nghệ sạc\nPin\n5,000 mAh\nCông nghệ sạc\nSạc nhanh 10W\nCổng sạc\nMicro-USB']","https://cellphones.com.vn/xiaomi-redmi-12c.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/f/5/f5677.jpg",5.0/5
Samsung Galaxy Z Flip4 256GB,20.490.000 ₫,25.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],"['Pin & công nghệ sạc\nPin\n3700 mAh\nCông nghệ sạc\nSạc nhanh 25W\nSạc nhanh không dây 10W\nSạc không dây ngược 4,5W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/samsung-galaxy-z-flip-4-256gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/a/samsung_galaxy_z_flip_m_i_2022-1_2.jpg",0/5
vivo V23e,5.590.000 ₫,6.490.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n4050mAh\nCông nghệ sạc\nSạc nhanh 44W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/vivo-v23e.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/9/c91ba5bf721d5b2d4eae4f821b8e4ced.png",5.0/5
Nokia C21 Plus 3GB 32GB,2.050.000 ₫,2.990.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n32 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 256 GB']",['Pin & công nghệ sạc\nPin\n5050 mAh\nCổng sạc\nMicro-USB'],"https://cellphones.com.vn/nokia-c21-plus-32gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/n/o/nokia-c21-plus-600x600_2.jpg",0/5
Nokia C21 Plus 3GB 64GB,2.150.000 ₫,3.190.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 256 GB']",['Pin & công nghệ sạc\nPin\n5050 mAh\nCông nghệ sạc\nSạc 10 W\nCổng sạc\nMicro-USB'],"https://cellphones.com.vn/nokia-c21-plus.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/n/o/nokia-c21-plus-600x600_2_1.jpg",0/5
Nokia 5710 XpressAudio,1.690.000 ₫,1.790.000 ₫,"['RAM & lưu trữ\nBộ nhớ trong\n128 MB\nKhe cắm thẻ nhớ\nmicroSDHC, hỗ trợ thẻ nhớ mở rộng lên đến 32GB']",['Pin & công nghệ sạc\nPin\nLi-Ion 1450 mAh\nThời gian đàm thoại trên điện thoại lên đến 6 tiếng với 4G\nTai nghe earbuds lên đến 2.4 tiếng đàm thoại và đến 4 tiếng nghe nhạc\nCông nghệ sạc\nSạc 2.75W'],"https://cellphones.com.vn/nokia-5710-xpressaudio.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/z/a/za.png",0/5
OPPO Reno7 4G (8GB - 128GB),6.350.000 ₫,7.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n4500 mAh\nCông nghệ sạc\nSạc nhanh 33W SUPERVOOCTM\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/oppo-reno7-128gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/o/combo_product_-_black_-_reno7_4g.png",0/5
iPhone 13 Pro Max 1TB I Chính hãng VN/A,30.490.000 ₫,35.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n1 TB'],"['Pin & công nghệ sạc\nPin\n4,325mAh\nCông nghệ sạc\nSạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin\nCổng sạc\nLightning']","https://cellphones.com.vn/iphone-13-pro-max-1tb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/3/_/3_51_1_10.jpg",4.8/5
realme 9i 4GB 64GB,3.590.000 ₫,5.490.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 1 TB']",['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc nhanh 33 W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/realme-9i-4gb-64gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/_/t_i_xu_ng_2__3_6_2.png",0/5
iPhone 14 512GB | Chính hãng VN/A,24.990.000 ₫,28.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n512 GB'],"['Pin & công nghệ sạc\nPin\n3279 mAh\nCông nghệ sạc\nSạc nhanh 20W, Sạc không dây 15W\nCổng sạc\nLightning']","https://cellphones.com.vn/iphone-14-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/4/14trang-600x600_2.png",0/5
ASUS ROG Phone 6 Batman 12GB 256GB,19.990.000 ₫,27.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n12 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n6000 mAh\nCông nghệ sạc\nSạc nhanh 65W\nSạc ngược có dây 10W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/asus-rog-phone-6-batman-12gb-256gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/d/v/dvfdgty.jpg",0/5
Xiaomi 11T Pro,11.990.000 ₫,14.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n12 GB\nBộ nhớ trong\n256 GB'],['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\ncông nghệ sạc HyperCharger tối đa lên tới 120W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/xiaomi-mi-11t-pro.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/x/i/xiaomi-11t-pro-001.jpg",4.3/5
OPPO Reno8 Z,7.890.000 ₫,10.490.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 1 TB']",['Pin & công nghệ sạc\nPin\nLiPo 4500 mAh\nCông nghệ sạc\nSạc siêu nhanh SuperVOOC 33W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/oppo-reno8-z.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/p/h/photo_2022-08-05_09-40-15.jpg",0/5
Redmi A1,1.990.000 ₫,2.190.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n2 GB\nBộ nhớ trong\n32 GB\nKhe cắm thẻ nhớ\nmicroSD'],['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\nSạc thường 10W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/xiaomi-redmi-a1.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/w/1/w1q1111c_.jpg",5.0/5
iPhone 14 Plus 128GB Vàng | Chính hãng VN/A,22.490.000 ₫,24.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nCông nghệ sạc\nSạc nhanh 20W\nSạc không dây chuẩn Magsafe 15w\nSạc không dây chuẩn Qi 7.5W\nCổng sạc\nLightning'],"https://cellphones.com.vn/iphone-14-plus-128gb-vang.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889_4.jpg",0/5
Samsung Galaxy A52s 5G,10.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nMicroSD hỗ trợ lên đến 1TB'],['Pin & công nghệ sạc\nPin\n4500 mAh\nCông nghệ sạc\nSạc nhanh 25W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/samsung-galaxy-a52s.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/a/5/a52s-trang-01.jpg",4.8/5
Xiaomi POCO M5s 4GB 64GB,3.800.000 ₫,4.290.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nmicroSDXC'],['Pin & công nghệ sạc\nPin\nLi-Po 5000 mAh\nCông nghệ sạc\nSạc nhanh 33W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/xiaomi-poco-m5s.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/p/o/poco-m5s-trang-thumb-600x600.jpg",0/5
OPPO A57 4GB 128GB,4.590.000 ₫,4.990.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nmicroSDXC, Hỗ trợ thẻ nhớ tối đa 1TB']",['Pin & công nghệ sạc\nPin\nLi-Po 5000 mAh\nCông nghệ sạc\nSạc nhanh 33W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/oppo-a57-128gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/o/combo_a57_-_black_3.jpg",0/5
Nokia C31 3GB 32GB,2.150.000 ₫,3.190.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n32 GB\nKhe cắm thẻ nhớ\nMicroSD lên đến 256GB'],"['Pin & công nghệ sạc\nPin\n5050 mAh\nCông nghệ sạc\nSạc 10W, Chế độ siêu tiết kiệm pin\nCổng sạc\nMicro-USB']","https://cellphones.com.vn/nokia-c31.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/n/o/nokia-c31-xl.jpg",0/5
OnePlus 11 8GB 128GB,16.990.000 ₫,17.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc có dây: 65W\nSạc không dây PD: 100W\nSạc ngược không dây 50W'],"https://cellphones.com.vn/oneplus-11-8gb-128gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/o/n/oneplus_11_-_green_-_rgb_1.jpg",0/5
OPPO Reno8 Pro 5G 12GB 256GB,17.490.000 ₫,18.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n12 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\nLi-Po 4500 mAh\nCông nghệ sạc\nSạc siêu nhanh SuperVOOC\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/oppo-reno-8-pro.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/o/p/oppo_reno8_pro_1_.jpg",0/5
realme C35 4GB 64GB,3.590.000 ₫,4.290.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB'],"['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\nHỗ trợ sạc tối đa 18 W, Sạc ngược qua cáp, Sạc pin nhanh\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/realme-c35.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/f/r/frame3934-640x640.png",4.0/5
OPPO A77s,6.290.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],"['Pin & công nghệ sạc\nPin\n5,000mAh\nCông nghệ sạc\nSạc nhanh VOCC 33W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/oppo-a77s.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/o/p/oppo_a77s.png",0/5
Xiaomi Redmi Note 11 Pro 5G,7.890.000 ₫,8.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\nSạc nhanh 67W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/xiaomi-redmi-note-11-pro-5g.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/p/specs-header_2.png",4.3/5
Samsung Galaxy S22 Plus (8GB - 256GB),19.050.000 ₫,27.490.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n4500 mAh\nCông nghệ sạc\nSạc pin nhanh 45W\nSạc không dây\nSạc ngược không dây\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/samsung-galaxy-s22-plus-256gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/2/s22_3.jpg",5.0/5
Tecno POVA 3,4.190.000 ₫,4.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n7000mAh\nCông nghệ sạc\nSạc nhanh 33W'],"https://cellphones.com.vn/tecno-pova-3.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/p/o/pova3--hei.png",4.7/5
ASUS ROG Phone 5 chính hãng,18.990.000 ₫,22.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n256 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n6000 mAh\nCông nghệ sạc\nSạc nhanh 65W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/asus-rog-phone-5.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/a/s/asus-rog-phone-5_0002_gsmarena_001.jpg",4.9/5
Xiaomi Redmi 10 (4GB - 64GB),3.190.000 ₫,3.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB'],"['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc nhanh 18W, sạc ngược 9W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/xiaomi-redmi-10-64gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/0/0/004.jpg",4.8/5
vivo V25e 8GB 128GB,7.490.000 ₫,8.490.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 1 TB']","['Pin & công nghệ sạc\nPin\n4500mAh\nCông nghệ sạc\nSiêu tiết kiệm pin, Sạc pin nhanh 44 W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/vivo-v25e.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/v/i/vivo-v25e-600x600.jpg",0/5
Samsung Galaxy A23 4G,4.690.000 ₫,5.690.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 1 TB']","['Pin & công nghệ sạc\nPin\n5.000 mAh\nCông nghệ sạc\nSạc nhanh 25W, sạc đi kèm máy 15W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/samsung-galaxy-a23.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/a/samsung-galaxy-a23-cam-thumb-600x600_1.jpg",4.5/5
iPhone 14 Plus 512GB | Chính hãng VN/A,24.990.000 ₫,29.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n512 GB'],['Pin & công nghệ sạc\nCông nghệ sạc\nSạc nhanh 20W\nSạc không dây chuẩn Magsafe 15w\nSạc không dây chuẩn Qi 7.5W\nCổng sạc\nLightning'],"https://cellphones.com.vn/iphone-14-plus-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-48_9.jpg",0/5
Nubia Red Magic 6R,9.490.000 ₫,15.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB'],"['Pin & công nghệ sạc\nPin\nLi-Po 4200 mAh\nCông nghệ sạc\nSạc nhanh 30W, Power Delivery 3.0, Quick Charge 4\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/nubia-red-magic-6r.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/z/t/zte-nubia-red-magic-6r-.jpg",0/5
Nubia Red Magic 7 Supernova 18GB 256GB,21.490.000 ₫,24.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n18 GB\nBộ nhớ trong\n256 GB'],['Pin & công nghệ sạc\nPin\nLi-Po 4500 mAh\nCông nghệ sạc\nSạc nhanh 65W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/nubia-red-magic-7-18gb-256gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/_/t_i_xu_ng_38__1_1.png",4.0/5
realme 9i 6GB 128GB,4.290.000 ₫,6.490.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/realme-9i.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/_/t_i_xu_ng_2__3_6.png",5.0/5
Nokia 215 4G,950.000 ₫,300.000 ₫,['RAM & lưu trữ\nBộ nhớ trong\n128 MB\nKhe cắm thẻ nhớ\nThẻ nhớ MicroSD hỗ trợ lên tới 32GB'],"['Pin & công nghệ sạc\nPin\n1150mAh, có thể tháo rời']","https://cellphones.com.vn/nokia-215-4g.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/n/o/nokia-215-4g-600jpg-600x600.jpg",0/5
OPPO A16,2.790.000 ₫,3.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n32 GB'],['Pin & công nghệ sạc\nPin\nLi-Po 5000 mAh\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/oppo-a16.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/o/combo_-_a16_-_b_c.jpg",0/5
OPPO A17K,3.290.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n64 GB'],['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\n10 W\nCổng sạc\nMicro-USB'],"https://cellphones.com.vn/oppo-a17k.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/_/t_i_xu_ng_44_.png",0/5
vivo V25 Pro 8GB 128GB,11.990.000 ₫,13.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n8GB + Mở rộng 8GB\nBộ nhớ trong\n128 GB'],['Pin & công nghệ sạc\nPin\n4830 mAh\nCông nghệ sạc\nSạc nhanh 66W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/vivo-v25-pro.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/e/0/e061bd2ab13b5e2263236cb206248daa.png",0/5
Tecno Pova 2,3.190.000 ₫,3.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n64 GB\nKhe cắm thẻ nhớ\nmicroSDXC'],['Pin & công nghệ sạc\nPin\nLi-Po 7000 mAh\nCông nghệ sạc\nSạc nhanh 18W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/tecno-pova-2.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/tecno-pova-2-2.jpg",5.0/5
Nokia G11 Plus 3GB 32GB,2.150.000 ₫,3.390.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n3 GB\nBộ nhớ trong\n32 GB\nKhe cắm thẻ nhớ\nCó, hỗ trợ lên đến 512 GB']",['Pin & công nghệ sạc\nPin\n5000mAh\nCông nghệ sạc\nSạc 10W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/nokia-g11-plus-32gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/n/o/nokia-g11-plus-blue_2.jpg",0/5
Xiaomi Redmi 10 4GB - 128GB (2022),3.700.000 ₫,4.290.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n4 GB\nBộ nhớ trong\n128 GB'],"['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc nhanh 18W, sạc ngược 9W\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/xiaomi-redmi-10-2022.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/0/0/004_2_3.jpg",0/5
OPPO Reno7 Z (5G),7.390.000 ₫,9.990.000 ₫,"['RAM & lưu trữ\nDung lượng RAM\n8 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nMicroSD, hỗ trợ tối đa 1 TB']","['Pin & công nghệ sạc\nPin\n4,500 mAh\nCông nghệ sạc\nSạc siêu nhanh SuperVOOC\nCổng sạc\nUSB Type-C']","https://cellphones.com.vn/oppo-reno7-z.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/o/combo_product_-_rainbow_spectrum_-_reno7_z.png",5.0/5
Samsung Galaxy A23 5G,6.350.000 ₫,6.690.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n6 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nmicroSDXC'],['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc nhanh 25W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/samsung-galaxy-a23-5g.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/5/15_20.jpg",0/5
Samsung Galaxy S21 Ultra 5G,30.990.000 ₫,None,['RAM & lưu trữ\nDung lượng RAM\n12 GB\nBộ nhớ trong\n128 GB\nKhe cắm thẻ nhớ\nKhông'],['Pin & công nghệ sạc\nPin\n5000 mAh\nCông nghệ sạc\nSạc nhanh 25W\nSạc nhanh không dây 15\nPower Delivery 3.0\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/samsung-galaxy-s21-ultra.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/6/3/637462630853935725_ss-s21-ultra-den-1_1.jpg",4.8/5
ASUS ROG Phone 5S 16GB 256GB,17.690.000 ₫,20.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n16 GB\nBộ nhớ trong\n256 GB'],['Pin & công nghệ sạc\nPin\n6000 mAh\nCông nghệ sạc\nHỗ trợ sạc nhanh 65W\nCổng sạc\nUSB Type-C'],"https://cellphones.com.vn/asus-rog-phone-5s.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/a/s/asus-rog-phone-5_0002_gsmarena_001_3_1.jpg",5.0/5
OPPO Reno 7 Pro,11.990.000 ₫,18.990.000 ₫,['RAM & lưu trữ\nDung lượng RAM\n12 GB\nBộ nhớ trong\n256 GB'],['Pin & công nghệ sạc\nPin\n4500 mAh\nCông nghệ sạc\nSạc siêu nhanh SuperVOOC 2.0 65W (sạc tối đa và sạc theo máy)\nCổng sạc\nUSB Type-C'],https://cellphones.com.vn/oppo-reno7-pro.html,"https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/_/t_i_xu_ng_8_.png",0/5
