Name,Price,Price_Origin,CPU,RAM,ROM,CARD màn hình,size màn hình,LINK,IMG,RATING 
Laptop Dell Vostro 3510 P112F002BBL,18.490.000 ₫,22.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA(R) GeForce(R) MX350 2GB GDDR5\nLoại CPU\nIntel Core i5-1135G7'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz, 2 khe cắm M.2 PCIe NVMe\nỔ cứng\n512GB SSD']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz, 2 khe cắm M.2 PCIe NVMe\nỔ cứng\n512GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA(R) GeForce(R) MX350 2GB GDDR5\nLoại CPU\nIntel Core i5-1135G7'],"['Màn hình\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nWide View Angle (WVA), Chống chói\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-dell-vostro-3510-p112f002bbl.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/_/2.2_2.png",0/5
Laptop Asus Vivobook 14 X1402ZA-EB100W,11.690.000 ₫,13.490.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® UHD Graphics\nLoại CPU\nIntel® Core™ i3-1220P Processor 1.1 GHz (12M Cache, up to 4.4 GHz, 10 cores)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4 on board\nỔ cứng\n256GB M.2 NVMe™ PCIe® 3.0 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4 on board\nỔ cứng\n256GB M.2 NVMe™ PCIe® 3.0 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® UHD Graphics\nLoại CPU\nIntel® Core™ i3-1220P Processor 1.1 GHz (12M Cache, up to 4.4 GHz, 10 cores)']",['Màn hình\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nLED Backlit\n250nits\n45% NTSC\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-eb100w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_249.jpg",0/5
Laptop Asus Zenbook 14 UX3402ZA-KM221W,27.390.000 ₫,31.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i7-1260P 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores)\nIntel Evo™ Platform']",['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i7-1260P 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores)\nIntel Evo™ Platform']","['Màn hình\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nMàn hình OLED 2.8K, tỷ lệ 16:10\nThời gian phản hồi 0.2 ms\nTốc độ làm mới 90Hz\nĐộ sáng tối đa 600nits, 100% DCI-P3\nTỷ lệ tương phản 1.000.000:1\nHDR True Black 600, 1.07 tỷ màu\nGlossy display\nHạn chế ánh sáng xanh\nChăm sóc mắt SGS\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km221w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/6/16_2_123.jpg",5.0/5
Laptop Acer Aspire 3 A315-58-53S6 NX.AM0SV.005,11.990.000 ₫,15.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4, tốc độ bus 2400Mhz\nSố khe ram\nNâng cấp tối đa 12GB (4GB onboard cắm sẵn + 4GB khe rời)\nỔ cứng\n256GB PCIe NVMe SSD (nâng cấp tối đa 2TB HDD và 1TBSSD PCIe NVMe)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4, tốc độ bus 2400Mhz\nSố khe ram\nNâng cấp tối đa 12GB (4GB onboard cắm sẵn + 4GB khe rời)\nỔ cứng\n256GB PCIe NVMe SSD (nâng cấp tối đa 2TB HDD và 1TBSSD PCIe NVMe)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền TFT\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-acer-aspire-3-a315-58-53s6.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_9__1.png",5.0/5
Laptop HP Gaming Victus 16-E0175AX 4R0U8PA,20.990.000 ₫,26.490.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050Ti 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (4GBx2) DDR4 3200MHz, 2 khe cắm tối đa 32GB\nỔ cứng\n512GB SSD M.2 PCIE']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (4GBx2) DDR4 3200MHz, 2 khe cắm tối đa 32GB\nỔ cứng\n512GB SSD M.2 PCIE', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050Ti 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB'],"['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n16.1 inches\nCông nghệ màn hình\nTần số quét 144Hz, màn hình chống loá, 250 nits, 45% NTSC\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-hp-victus-16-e0175ax-4r0u8pa.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/_/0/_0004_hp_victus_16-e0175ax__4r0u8pa__b.jpg",0/5
Laptop Asus ExpertBook B5302FEA LF0749W,17.990.000 ₫,26.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4 on board\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4 on board\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Màn hình cảm ứng']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)']","['Màn hình\nMàn hình cảm ứng\nCó\nĐộ phân giải\nFull HD\nKích thước màn hình\n13.3 inches\nCông nghệ màn hình\nAnti-glare display, DCI-P3: 100%\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-asus-expertbook-b5302fea-lf0749w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_10_.png",0/5
Laptop ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3074W,60.990.000 ₫,65.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i9-12900H'],['RAM & Ổ cứng\nDung lượng RAM\n32GB\nLoại RAM\nLPDDR5\nSố khe ram\nKhông hỗ trợ nâng cấp\nỔ cứng\n1TB SSD\nKhông hỗ trợ nâng cấp'],"['RAM & Ổ cứng\nDung lượng RAM\n32GB\nLoại RAM\nLPDDR5\nSố khe ram\nKhông hỗ trợ nâng cấp\nỔ cứng\n1TB SSD\nKhông hỗ trợ nâng cấp', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Màn hình cảm ứng']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i9-12900H'],"['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14.5 inches\nCông nghệ màn hình\nOLED 16:10 aspect ratio, 120Hz, 100% DCI-P3 color gamut, 70% less harmful blue light\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3074w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_325_2.png",0/5
Surface Pro 8 Core i5 / 8GB / 128GB Nhập khẩu chính hãng,24.490.000 ₫,35.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\n11th Gen Intel® Core™ i5-1135G7'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR4\nỔ cứng\n128GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR4\nỔ cứng\n128GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\n11th Gen Intel® Core™ i5-1135G7'],['Màn hình\nMàn hình cảm ứng\nCó\nKích thước màn hình\n13 inches\nĐộ phân giải màn hình\n2880 x 1920 pixels'],"https://cellphones.com.vn/surface-pro-8.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/u/surface-pro-8-vien-man-hinh-mong_2.jpg",0/5
Laptop Dell Inspirion 15 3000 I3511 5101BLK,13.490.000 ₫,19.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4\nỔ cứng\n256GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4\nỔ cứng\n256GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],['Màn hình\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-dell-inspiron-15-3000-i3511-5101blk.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/0/7/07_1_5.jpg",0/5
Laptop Huawei Matebook 14,22.490.000 ₫,25.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris® Xe Graphics\nLoại CPU\nIntel® Core™ i5-1240P'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4 16GB\nỔ cứng\nSSD 512GB NVMe PCIe'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4 16GB\nỔ cứng\nSSD 512GB NVMe PCIe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris® Xe Graphics\nLoại CPU\nIntel® Core™ i5-1240P'],['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n2160 x 1440 pixels'],"https://cellphones.com.vn/laptop-huawei-matebook-14-i5-gen-12.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_140_1.png",0/5
Laptop Lenovo Ideapad 5 Pro 14ITL6 82L300MAVN,20.990.000 ₫,27.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i7-1195G7 (4 lõi/8 luồng, 2.9/5.0GHz, 12MB)']",['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB Onboard DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB Onboard DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i7-1195G7 (4 lõi/8 luồng, 2.9/5.0GHz, 12MB)']",['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nĐộ sáng 300nits\nMàn hình Anti-glare\nĐộ phủ màu 100% sRGB\nTÜV Low Blue Light\nĐộ phân giải màn hình\n2240 x 1400 pixels'],"https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-14itl6-82l300mavn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_1__6.png",0/5
Laptop Asus TUF Gaming A15 FA506IHRB-HN019W,15.990.000 ₫,18.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce GTX 1650, 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 4600H (6 nhân/ 12 luồng, 11MB Cache, 4.0 GHz)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 SO-DIMM\nSố khe ram\n2x SO-DIMM (Tối đa 32 GB)\nỔ cứng\n512 GB PCIe® 3.0 NVMe™ M.2 SSD + 1 khe trống để nâng cấp'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 SO-DIMM\nSố khe ram\n2x SO-DIMM (Tối đa 32 GB)\nỔ cứng\n512 GB PCIe® 3.0 NVMe™ M.2 SSD + 1 khe trống để nâng cấp', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce GTX 1650, 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 4600H (6 nhân/ 12 luồng, 11MB Cache, 4.0 GHz)']","['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nTấm nền IPS\nĐộ sáng 250 nits, 144Hz\n45% NTSC %\n62.5% SRGB %\nMàn hình chống chói\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ihrb-hn019w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/6/16_2_131.jpg",3.0/5
Laptop Xiaomi RedmiBook 15 JYU4506AP,13.290.000 ₫,15.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe\nLoại CPU\nIntel® Core™ i5-11300H thế hệ 11 (3.0 GHz, 2 lõi, 4 luồng, 6 MB bộ nhớ đệm)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 Tốc độ bus 3200MHz\nỔ cứng\nSSD 512 GB'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 Tốc độ bus 3200MHz\nỔ cứng\nSSD 512 GB', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe\nLoại CPU\nIntel® Core™ i5-11300H thế hệ 11 (3.0 GHz, 2 lõi, 4 luồng, 6 MB bộ nhớ đệm)']",['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nĐộ sáng: 220 nit\nTỷ lệ tương phản: 500:1\nGam màu: NTSC 45%\nGóc xem: 90°(H)\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-xiaomi-redmibook-15-jyu4506ap.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_8__14.png",0/5
Laptop Dell Inspiron 15 3520 N3520-i5U085W11BLU,17.790.000 ₫,18.690.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U (1.3GHz~4.4GHz) 10 Cores 12 Threads'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (1x8GB) DDR4 2666MHz M.2 PCIe\nSố khe ram\n2 khe tối đa 16GB\nỔ cứng\n512GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (1x8GB) DDR4 2666MHz M.2 PCIe\nSố khe ram\n2 khe tối đa 16GB\nỔ cứng\n512GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U (1.3GHz~4.4GHz) 10 Cores 12 Threads'],"['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền WVA\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nTần số quét\n120Hz, Anti-glare, 250nits, LED Backlight, Narrow Border, WVA Display\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u085w11blu.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_365.png",0/5
Laptop MSI Modern 15 A11MU 680VN,12.990.000 ₫,17.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nCard tích hợp - Intel Iris Xe Graphics\nLoại CPU\nIntel Core i5 Tiger Lake - 1155G7 (4 nhân, 8 luồng) 2.50 GHz, tối đa 4.5 GHz 8 MB']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4 3200 MHz, hỗ trợ tối đa 64 GB\nSố khe ram\n2 khe (1 khe 8GB + 1 khe rời)\nỔ cứng\n512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4 3200 MHz, hỗ trợ tối đa 64 GB\nSố khe ram\n2 khe (1 khe 8GB + 1 khe rời)\nỔ cứng\n512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nCard tích hợp - Intel Iris Xe Graphics\nLoại CPU\nIntel Core i5 Tiger Lake - 1155G7 (4 nhân, 8 luồng) 2.50 GHz, tối đa 4.5 GHz 8 MB']","['Màn hình\nCông nghệ màn hình\nCông nghệ IPS, LED, 60 Hz\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-msi-modern-15-a11mu-680vn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/8/_/8.11.jpg",4.0/5
Laptop Lenovo Ideapad Gaming 3 15IAH7 82S900V3VN,23.590.000 ₫,27.290.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050\nLoại CPU\nIntel Core i5-12500H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nSO-DIMM DDR4-3200\nSố khe ram\n2 khe\nỔ cứng\n512GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nSO-DIMM DDR4-3200\nSố khe ram\n2 khe\nỔ cứng\n512GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050\nLoại CPU\nIntel Core i5-12500H'],"['Màn hình\nCông nghệ màn hình\nIPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s900v3vn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_309_5.png",0/5
Laptop Lenovo Ideapad Gaming 3 15ACH6 82K2010GVN,19.490.000 ₫,23.490.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050Ti 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 5600H'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz\nSố khe ram\n2 khe cắm tối đa 16GB\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz\nSố khe ram\n2 khe cắm tối đa 16GB\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050Ti 4GB GDDR6\nLoại CPU\nAMD Ryzen 5 5600H'],"['Màn hình\nCông nghệ màn hình\nTần số quét 120Hz, màn hình chống lóa, 45% NTSC, độ sáng 250 nit\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/_/2.7.jpg",0/5
Laptop Lenovo Ideapad 3 15IAU7,10.990.000 ₫,13.890.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1215U'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4-3200\nỔ cứng\n256GB SSD M.2 2242 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4-3200\nỔ cứng\n256GB SSD M.2 2242 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1215U'],['Màn hình\nCông nghệ màn hình\nTN 250nits Chống chói\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền TN\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk005kvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/6/_/6_125.png",0/5
Laptop Asus Zenbook 14 UX3402ZA KM218W,22.690.000 ₫,26.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P + 8E cores)\nIntel® Evo™ Platform']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay, Công nghệ Intel Evo']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P + 8E cores)\nIntel® Evo™ Platform']",['Màn hình\nCông nghệ màn hình\nBảo vệ mắt SGS\n100% DCI-P3\n90Hz\nĐộ sáng tối đa 600nits\nDisplayHDR True Black 600\n1.07 tỷ màu\nPantone\nGlossy display\nHạn chế ánh sáng xanh\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n2880 x 1800 pixels'],"https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km218w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/f/i/file_3_6.jpg",0/5
