Name,Price,Price_Origin,CPU,RAM,ROM,CARD màn hình,size màn hình,LINK,IMG,RATING 
Laptop Asus Vivobook Flip 14 TP470EA EC347W,17.990.000 ₫,20.090.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xᵉ Graphics\nLoại CPU\nIntel Core i5-1135G7'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nLPDDR4X 3200MHz Onboard\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nLPDDR4X 3200MHz Onboard\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xᵉ Graphics\nLoại CPU\nIntel Core i5-1135G7'],['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec347w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/l/a/laptop-asus-vivobook-flip-14-tp470ea-ec347w-1.jpg",0/5
Laptop Lenovo Gaming Legion 5 15IAH7H 82RB0048VN,35.490.000 ₫,41.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6\nLoại CPU\nIntel Core i5-12500H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR5-4800\nSố khe ram\n2 khe\nỔ cứng\n512GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR5-4800\nSố khe ram\n2 khe\nỔ cứng\n512GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Công nghệ Intel Gaming']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6\nLoại CPU\nIntel Core i5-12500H'],"['Màn hình\nCông nghệ màn hình\nIPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, G-Sync, DC dimmer\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n2560x1440 (Quad HD)']","https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15iah7h-82rb0048vn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_254_2.png",0/5
Laptop Lenovo Gaming Legion 5 15ACH6H 82JU00DGVN,36.990.000 ₫,43.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6\nLoại CPU\nAMD Ryzen 7-5800H'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4-3200Mhz\nSố khe ram\n2 khe cắm tối đa 32GB\nỔ cứng\n512GB SSD M.2 2280 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4-3200Mhz\nSố khe ram\n2 khe cắm tối đa 32GB\nỔ cứng\n512GB SSD M.2 2280 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6\nLoại CPU\nAMD Ryzen 7-5800H'],"['Màn hình\nCông nghệ màn hình\nTần số quét 165Hz, màn hình chống loá, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15ach6h-82ju00dgvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/5/_/5.7_1.jpg",0/5
Macbook Pro 16 inch 2021 | Chính hãng Apple Việt Nam,56.990.000 ₫,65.990.000 ₫,['Vi xử lý & đồ họa\nLoại CPU\nApple M1 Pro'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nỔ cứng\n512GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nỔ cứng\n512GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt']",[],"['Màn hình\nMàn hình cảm ứng\nKhông\nĐộ phân giải\nRetina\nKích thước màn hình\n16.2 inches\nCông nghệ màn hình\n120Hz, Liquid Retina, Mini LED, XDR\nĐộ phân giải màn hình\n3456 x 2234 pixels']","https://cellphones.com.vn/macbook-pro-16-inch-2021.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/l/o/loll.png",0/5
Laptop Fujitsu UH-X 9U13A2 4ZR1G97609,22.990.000 ₫,31.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4X tốc độ 4266\nSố khe ram\nRam onboard, không hỗ trợ nâng cấp\nỔ cứng\nSSD PCIe 512 GB, M.2']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4X tốc độ 4266\nSố khe ram\nRam onboard, không hỗ trợ nâng cấp\nỔ cứng\nSSD PCIe 512 GB, M.2', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Viền màn hình siêu mỏng, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7'],['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n13.3 inches\nCông nghệ màn hình\nMàn hình chống loá\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-fujitsu-uh-x-9u13a2-4zr1g97609.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_15__2.png",0/5
Laptop Lenovo Thinkbook 14 G3 ACL 21A200CSVN,14.990.000 ₫,21.790.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7 5700U (8 lõi / 16 luồng, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB Onboard DDR4-3200\nSố khe ram\nNâng cấp tối đa 40GB (8GB Onboard + 32GB SO-DIMM) DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe + HDD trống'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB Onboard DDR4-3200\nSố khe ram\nNâng cấp tối đa 40GB (8GB Onboard + 32GB SO-DIMM) DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe + HDD trống', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7 5700U (8 lõi / 16 luồng, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)']",['Màn hình\nCông nghệ màn hình\nĐộ sáng 300nits\nAnti-glare\nĐộ phủ màu 45% NTSC\nTÜV Rheinland Low Blue Light\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g3-acl-21a200csvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_d_i_1__6.png",0/5
Laptop ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3044W,52.990.000 ₫,56.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i7-12700H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR5\nSố khe ram\nKhông hỗ trợ nâng cấp\nỔ cứng\n1TB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR5\nSố khe ram\nKhông hỗ trợ nâng cấp\nỔ cứng\n1TB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Màn hình cảm ứng']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU\nIntel® Iris Xe Graphics\nLoại CPU\nIntel® Core™ i7-12700H'],"['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14.5 inches\nCông nghệ màn hình\nOLED 16:10 aspect ratio, 120Hz, 100% DCI-P3 color gamut, 70% less harmful blue light\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3044w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/1/11h26.jpg",0/5
Laptop Gigabyte U4 UD-50VN823SO,14.990.000 ₫,25.490.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe graphics\nLoại CPU\nIntel Core i5-1155G7'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4, tốc độ bus 3200Mhz\nSố khe ram\n1 khe RAM 8GB onboard 1 khe RAM 8GB\nỔ cứng\n512GB SSD M.2 2242 PCIe NVMe 3.0x4, 1 slot nâng cấp']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4, tốc độ bus 3200Mhz\nSố khe ram\n1 khe RAM 8GB onboard 1 khe RAM 8GB\nỔ cứng\n512GB SSD M.2 2242 PCIe NVMe 3.0x4, 1 slot nâng cấp', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe graphics\nLoại CPU\nIntel Core i5-1155G7'],"['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nMàn hình chống loá, độ phủ màu 100% sRGB\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-gigabyte-u4-ud-50vn823so.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/g/a/gaming_003_12__1.png",0/5
Laptop Asus Rog Strix Scar 15 G533ZS-LN036W,77.990.000 ₫,89.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3080 Laptop GPU\nLoại CPU\n12th Gen Intel® Core™ i9-12900H'],['RAM & Ổ cứng\nDung lượng RAM\n32GB\nLoại RAM\nDDR5\nSố khe ram\n2x DDR5 SO-DIMM slots 2x PCIe\nỔ cứng\n2TB M.2 NVMe™ PCIe® 4.0 Performance SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n32GB\nLoại RAM\nDDR5\nSố khe ram\n2x DDR5 SO-DIMM slots 2x PCIe\nỔ cứng\n2TB M.2 NVMe™ PCIe® 4.0 Performance SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3080 Laptop GPU\nLoại CPU\n12th Gen Intel® Core™ i9-12900H'],['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n2560x1440 (Quad HD)'],"https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/g/a/gaming_004_2.png",0/5
Laptop Dell Vostro 5620 P117F001AGR,26.990.000 ₫,31.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i7-1260P (18M Cache, 1.5GHz, Turbo Boost 4.7GHz)']",['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16 GB (2x8GB) DDR4 3200MHz\nSố khe ram\n2 khe\nỔ cứng\n512GB M.2 PCIe NVMe SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16 GB (2x8GB) DDR4 3200MHz\nSố khe ram\n2 khe\nỔ cứng\n512GB M.2 PCIe NVMe SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i7-1260P (18M Cache, 1.5GHz, Turbo Boost 4.7GHz)']","['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền WVA\nĐộ phân giải\nFull HD\nKích thước màn hình\n16 inches\nCông nghệ màn hình\nFullHD+ tỉ lệ 16:10 (1920 x 1200pixels)\nMàn hình chống chói\nTấm nền WVA, 250nits\nComfortView\nĐộ phân giải màn hình\n1920 x 1200 pixels (FullHD+)']","https://cellphones.com.vn/laptop-dell-vostro-5620-p117f001agr.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/_/2.1_1.png",0/5
Laptop HP 15-EF2127 4J0V2UA,12.490.000 ₫,19.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon™ Graphics\nLoại CPU\nAMD Ryzen™ 5 5500U (tốc độ tối đa 4.0 GHz, 8 MB L3 cache, 6 nhân, 12 luồng)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 MHz RAM (2 x 4 GB), tối đa 16GB\nỔ cứng\n256 GB PCIe® NVMe™ M.2 SSD']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 MHz RAM (2 x 4 GB), tối đa 16GB\nỔ cứng\n256 GB PCIe® NVMe™ M.2 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']","['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon™ Graphics\nLoại CPU\nAMD Ryzen™ 5 5500U (tốc độ tối đa 4.0 GHz, 8 MB L3 cache, 6 nhân, 12 luồng)']","['Màn hình\nMàn hình cảm ứng\nKhông\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nMàn hình chống xóa, 250 nits, 45% NTSC\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-hp-15-ef2127-4j0v2ua.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/_/0/_0004_s-l640.jpg",0/5
Laptop MSI Modern 15 A5M 237VN,13.990.000 ₫,17.490.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nRyzen7-5700U 1.8GHz'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4\nSố khe ram\n2 khe(1 khe 8 GB + 1 khe rời)\nỔ cứng\n512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4\nSố khe ram\n2 khe(1 khe 8 GB + 1 khe rời)\nỔ cứng\n512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nRyzen7-5700U 1.8GHz'],['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-msi-modern-15-a5m-237vn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/u/n/untitled-2_copy_8_2.jpg",0/5
MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 32GB - 1TB),82.990.000 ₫,None,['Vi xử lý & đồ họa\nLoại card đồ họa\n30 nhân GPU\nLoại CPU\nApple M2 Max 12 nhân'],['RAM & Ổ cứng\nDung lượng RAM\n32GB\nỔ cứng\n1TB'],"['RAM & Ổ cứng\nDung lượng RAM\n32GB\nỔ cứng\n1TB', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt']",['Vi xử lý & đồ họa\nLoại card đồ họa\n30 nhân GPU\nLoại CPU\nApple M2 Max 12 nhân'],"['Màn hình\nMàn hình cảm ứng\nKhông\nĐộ phân giải\nRetina\nKích thước màn hình\n16 inches\nCông nghệ màn hình\n120Hz, Liquid Retina, Mini LED, XDR\nĐộ phân giải màn hình\n3456 x 2234 pixels']","https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-32gb-1tb-2023.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/s/csdw563_1_.jpg",0/5
Laptop Lenovo Legion 7 16ACHG6 82N600NUVN,48.990.000 ₫,58.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3070 8GB GDDR6\nLoại CPU\nAMD Ryzen 7 5800H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4-3200\nSố khe ram\n2 khe cắm tối đa 32GB\nỔ cứng\n1TB SSD M.2 2280 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4-3200\nSố khe ram\n2 khe cắm tối đa 32GB\nỔ cứng\n1TB SSD M.2 2280 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3070 8GB GDDR6\nLoại CPU\nAMD Ryzen 7 5800H'],"['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n16 inches\nCông nghệ màn hình\nTần số quét 165Hz, màn hình chống loá, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC dimmer\nĐộ phân giải màn hình\n2560 x 1600 (WQXGA)']","https://cellphones.com.vn/laptop-lenovo-legion-7-16achg6-82n600nuvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/_/0/_0000_lenovo-legion-7-16achg6-82n600nu_1_.jpg",0/5
Laptop Lenovo Ideapad Yoga 6 13ALC6 82ND00BDVN,16.990.000 ₫,23.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntegrated AMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7-5700U (8 nhân 16 luồng, 1.8GHz - 4.3GHz)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200Mhz\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200Mhz\nỔ cứng\n512GB SSD M.2 2242 PCIe 3.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntegrated AMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7-5700U (8 nhân 16 luồng, 1.8GHz - 4.3GHz)']",['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n13.3 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/l/a/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn-3.jpg",0/5
Laptop Lenovo Ideapad Gaming 3 15IAH7 82S90086VN,23.990.000 ₫,29.190.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTXTM 3050 Ti\nLoại CPU\nIntel® CoreTM i5-12500H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®\nTrống 1 khe SSD M2'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB DDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®\nTrống 1 khe SSD M2', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTXTM 3050 Ti\nLoại CPU\nIntel® CoreTM i5-12500H'],['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s90086vn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/s/a/sa_2.png",0/5
Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9006YVN,20.790.000 ₫,25.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050\nLoại CPU\nIntel Core i5-12500H'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 4.0x4 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4-3200\nỔ cứng\n512GB SSD M.2 2242 PCIe 4.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050\nLoại CPU\nIntel Core i5-12500H'],"['Màn hình\nCông nghệ màn hình\nIPS 250nits Chống chói, 120Hz, 45% NTSC, điều chỉnh độ sáng DC\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s9006yvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/e/g/egtg.jpg",0/5
Laptop Dell Vostro 3400 70270644,11.990.000 ₫,15.890.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1115G4 (up to 4.1GHz 6MB, 2 nhân 4 luồng)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 2666MHz, 2 khe cắm tối đa 16GB\nỔ cứng\n256GB SSD M.2 PCIE, 1x slot SATA3 2.5""']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 2666MHz, 2 khe cắm tối đa 16GB\nỔ cứng\n256GB SSD M.2 PCIE, 1x slot SATA3 2.5""', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1115G4 (up to 4.1GHz 6MB, 2 nhân 4 luồng)']","['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền VA\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nMàn hình chống loá, LED Backlight\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-dell-vostro-3400-70270644.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/7/27_2_45.jpg",0/5
Laptop Dell Insprion 14 5406-3661SLV Nhập khẩu chính hãng,12.990.000 ₫,15.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3 Gen 11'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4\nỔ cứng\n256GB SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR4\nỔ cứng\n256GB SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3 Gen 11'],['Màn hình\nMàn hình cảm ứng\nCó\nĐộ phân giải\nHD\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n1366 x 768 pixels'],"https://cellphones.com.vn/laptop-dell-insprion-14-5406-3661slv.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/0/1/01_1_6.jpg",0/5
